ID,Título,Categoria,Volumes,Lançamento,page_url,image_url
338,Hatsuharu ga Saku,Manga,2,Mar 2018 - Jun 2020,https://myanimelist.net/manga/126256/Hatsuharu_ga_Saku,https://cdn.myanimelist.net/r/100x140/images/manga/1/234297.jpgSem informaçõess=06b0524f37a691e59a9709be4200a3ed
339,Kyou no Kira-kun,Manga,9,Sep 2011 - Aug 2014,https://myanimelist.net/manga/35035/Kyou_no_Kira-kun,https://cdn.myanimelist.net/r/100x140/images/manga/1/134993.jpgSem informaçõess=39e3fc0bdd216c0d6624ccfde941fd31
340,Sword Art Online: Hollow Realization,Manga,6,Oct 2016 - Sep 2019,https://myanimelist.net/manga/99758/Sword_Art_Online__Hollow_Realization,https://cdn.myanimelist.net/r/100x140/images/manga/3/193355.jpgSem informaçõess=f04e0835159803d7c85edc1a5b35acb5
341,Class ga Isekai Shoukan sareta Naka Ore dake Nokotta n desu ga,Light-Novel,Sem informações,Sep 2017 -,https://myanimelist.net/manga/109825/Class_ga_Isekai_Shoukan_sareta_Naka_Ore_dake_Nokotta_n_desu_ga,https://cdn.myanimelist.net/r/100x140/images/manga/3/201574.jpgSem informaçõess=5ca9671817be18034735acaafe7812a7
342,Ateya no Tsubaki,Manga,Sem informações,2008 -,https://myanimelist.net/manga/19321/Ateya_no_Tsubaki,https://cdn.myanimelist.net/r/100x140/images/manga/2/53715.jpgSem informaçõess=e29535bb5c81a3b983f02b3a8a200d09
343,Blood-C,Manga,4,May 2011 - Aug 2012,https://myanimelist.net/manga/26182/Blood-C,https://cdn.myanimelist.net/r/100x140/images/manga/3/173357.jpgSem informaçõess=abcd668f096bd37ede783993b3255be2
344,Dekiru Neko wa Kyou mo Yuuutsu,Manga,Sem informações,Aug 2018 -,https://myanimelist.net/manga/137041/Dekiru_Neko_wa_Kyou_mo_Yuuutsu,https://cdn.myanimelist.net/r/100x140/images/manga/1/245383.jpgSem informaçõess=caa3c0c71acc922bbf98b8f7d4d5c67f
345,Ousama Game,Manga,5,2010 - 2012,https://myanimelist.net/manga/24836/Ousama_Game,https://cdn.myanimelist.net/r/100x140/images/manga/1/116343.jpgSem informaçõess=30c72ad684d3c8bd2a7a4b8e8aec0564
346,Koibana Onsen,Manga,9,2005 - 2010,https://myanimelist.net/manga/9732/Koibana_Onsen,https://cdn.myanimelist.net/r/100x140/images/manga/1/51425.jpgSem informaçõess=72def6f5669f77d53db23c97910e6902
347,Like a Flower,One-shot,Sem informações,-,https://myanimelist.net/manga/9319/Like_a_Flower,https://cdn.myanimelist.net/r/100x140/images/manga/3/12696.jpgSem informaçõess=ae246fc2b61da0f6b4b26c139bb018c0
348,Love and Leashes,Manhwa,Sem informações,Mar 2015 - Aug 2018,https://myanimelist.net/manga/99611/Love_and_Leashes,https://cdn.myanimelist.net/r/100x140/images/manga/2/181951.jpgSem informaçõess=7e93f508c3c1444da93b1a1a3c5b0181
349,Mizuki Shigeru's Tono Monogatari,Manga,1,Feb 2010 - Feb 2010,https://myanimelist.net/manga/22623/Mizuki_Shigerus_Tono_Monogatari,https://cdn.myanimelist.net/r/100x140/images/manga/3/36715.jpgSem informaçõess=9a127c8bfe35da6056d048064322e534
350,R.O.D: Read or Dream,Manga,4,Oct 2002 - May 2005,https://myanimelist.net/manga/709/ROD__Read_or_Dream,https://cdn.myanimelist.net/r/100x140/images/manga/2/178270.jpgSem informaçõess=36d446ae98bec5fc9d1f0e0d00ef19c1
351,Hero Killer,One-shot,Sem informações,Apr 2016 - Apr 2016,https://myanimelist.net/manga/99296/Hero_Killer,https://cdn.myanimelist.net/r/100x140/images/manga/1/181487.jpgSem informaçõess=fa24e9b7dc89e29e034960df7854638d
352,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Light-Novel,Sem informações,Jan 2015 -,https://myanimelist.net/manga/86119/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen,https://cdn.myanimelist.net/r/100x140/images/manga/1/149552.jpgSem informaçõess=eecc5f74a475cb4d7938a6db845ddd0d
353,Shooting Star,Manga,1,2006 - 2006,https://myanimelist.net/manga/27217/Shooting_Star,https://cdn.myanimelist.net/r/100x140/images/manga/1/87053.jpgSem informaçõess=60b5a3768a88dc12b67f9eaa885d6a6a
354,Clover no Kuni no Alice: Futago no Koibito,Manga,1,Aug 2011 - Aug 2011,https://myanimelist.net/manga/27903/Clover_no_Kuni_no_Alice__Futago_no_Koibito,https://cdn.myanimelist.net/r/100x140/images/manga/2/44877.jpgSem informaçõess=44e813f71994a2e2b35270f9b47ae2aa
355,Clover no Kuni no Alice: Nightmare,Manga,1,Feb 2010 - Feb 2010,https://myanimelist.net/manga/18555/Clover_no_Kuni_no_Alice__Nightmare,https://cdn.myanimelist.net/r/100x140/images/manga/1/252250.jpgSem informaçõess=f0b77f67df742dd962aa5dcec90ed6be
356,Kare to Kanojo no Chiguhagu,Manga,1,Oct 2014 - Feb 2015,https://myanimelist.net/manga/99801/Kare_to_Kanojo_no_Chiguhagu,https://cdn.myanimelist.net/r/100x140/images/manga/1/180425.jpgSem informaçõess=1b704dd06ce54103895b7b45d9257271
357,Yuria 100 Shiki,Manga,12,Jul 2005 - Jan 2010,https://myanimelist.net/manga/1143/Yuria_100_Shiki,https://cdn.myanimelist.net/r/100x140/images/manga/3/51335.jpgSem informaçõess=b0a1be4f99815115599e50bf74c5ec14
358,Dreaming Road,Manga,1,Aug 1997 - Aug 1997,https://myanimelist.net/manga/10765/Dreaming_Road,https://cdn.myanimelist.net/r/100x140/images/manga/2/14488.jpgSem informaçõess=1a9bea94f97d7265d69afaae147ac909
359,Anata e no Crescendo,Manga,1,2007 -,https://myanimelist.net/manga/7280/Anata_e_no_Crescendo,https://cdn.myanimelist.net/r/100x140/images/manga/2/264350.jpgSem informaçõess=f4ad51f5ef06442f45cd75e56a308821
360,To LOVE-Ru Bangai-hen: Multiplication - Mae kara Ushiro kara,One-shot,Sem informações,Apr 2017 - May 2017,https://myanimelist.net/manga/124619/To_LOVE-Ru_Bangai-hen__Multiplication_-_Mae_kara_Ushiro_kara,https://cdn.myanimelist.net/r/100x140/images/manga/2/227242.jpgSem informaçõess=301d3d998b75adc0b34c58873d92c0bd
361,Wallman,Manga,3,Jun 2013 - Jan 2015,https://myanimelist.net/manga/54325/Wallman,https://cdn.myanimelist.net/r/100x140/images/manga/2/165375.jpgSem informaçõess=958e16a083b57591734108f597ad0eee
362,Yabai Kimochi,Light-Novel,1,Jun 2004 - Jun 2004,https://myanimelist.net/manga/12068/Yabai_Kimochi,https://cdn.myanimelist.net/r/100x140/images/manga/3/159372.jpgSem informaçõess=c5a8fd13a1eb7de25228e38843735628
363,Shakugan no Shana X: Eternal Song - Harukanaru Uta,Manga,5,Sep 2007 - Jul 2012,https://myanimelist.net/manga/11608/Shakugan_no_Shana_X__Eternal_Song_-_Harukanaru_Uta,https://cdn.myanimelist.net/r/100x140/images/manga/3/133567.jpgSem informaçõess=b72cec5c65d431f602addfc389d41491
364,Natsu no Kakera,Manga,1,Nov 2005 - Dec 2006,https://myanimelist.net/manga/49253/Natsu_no_Kakera,https://cdn.myanimelist.net/r/100x140/images/manga/2/89041.jpgSem informaçõess=42845b1aff011018cb36f8a566ee7117
365,Are You AliceSem informações,Manga,12,May 2009 - Jun 2015,https://myanimelist.net/manga/14770/Are_You_Alice,https://cdn.myanimelist.net/r/100x140/images/manga/3/157051.jpgSem informaçõess=76c683a7afe7f6bed1b4b191b77c9363
366,I.N.V.U.,Manhwa,5,2000 - 2008,https://myanimelist.net/manga/370/INVU,https://cdn.myanimelist.net/r/100x140/images/manga/3/247887.jpgSem informaçõess=5377f940d927b12a7f1246ac09ed15ab
367,My Husband's Reversal,Manhwa,Sem informações,Aug 2020 - Jan 2022,https://myanimelist.net/manga/148404/My_Husbands_Reversal,https://cdn.myanimelist.net/r/100x140/images/manga/1/263282.jpgSem informaçõess=a722b70c801ec6a4ae24ee4a3044c94e
368,Night Head Genesis,Manga,3,Jul 2006 - Oct 2008,https://myanimelist.net/manga/8540/Night_Head_Genesis,https://cdn.myanimelist.net/r/100x140/images/manga/1/11687.jpgSem informaçõess=7465d61987d3cec29b915a3924750bfe
369,Komomo Confiserie,Manga,5,May 2013 - Dec 2014,https://myanimelist.net/manga/54233/Komomo_Confiserie,https://cdn.myanimelist.net/r/100x140/images/manga/3/270294.jpgSem informaçõess=b8198a806837056c77189e33951f8edb
370,Douyara Watashi no Karada wa Kanzen Muteki no you desu ne,Light-Novel,Sem informações,Aug 2017 -,https://myanimelist.net/manga/107974/Douyara_Watashi_no_Karada_wa_Kanzen_Muteki_no_you_desu_ne,https://cdn.myanimelist.net/r/100x140/images/manga/2/201059.jpgSem informaçõess=2d4a9c342ff870926b4454abb1abd983
371,Oni no Youna Love Comedy,Manga,5,Aug 2018 - Jun 2019,https://myanimelist.net/manga/115192/Oni_no_Youna_Love_Comedy,https://cdn.myanimelist.net/r/100x140/images/manga/1/217458.jpgSem informaçõess=b93ce969753410252681674220346b9a
372,Hibiki: Shousetsuka ni Naru Houhou,Manga,13,Aug 2014 - Oct 2019,https://myanimelist.net/manga/93689/Hibiki__Shousetsuka_ni_Naru_Houhou,https://cdn.myanimelist.net/r/100x140/images/manga/2/165685.jpgSem informaçõess=964b8acf78a1190aba1864c7235896db
373,Lost Child,Manga,1,Jul 1993 - Jul 1995,https://myanimelist.net/manga/2460/Lost_Child,https://cdn.myanimelist.net/r/100x140/images/manga/2/28955.jpgSem informaçõess=847a2c3e1c053dc253b661b466740199
374,Sakuran,Manga,1,Aug 2001 - May 2003,https://myanimelist.net/manga/2061/Sakuran,https://cdn.myanimelist.net/r/100x140/images/manga/2/278674.jpgSem informaçõess=7735389c988bc011d0301c8c5d65ece9
375,Campione! Blu-Ray Special Stories,Light-Novel,Sem informações,Sep 2012 - Mar 2013,https://myanimelist.net/manga/51373/Campione_Blu-Ray_Special_Stories,https://cdn.myanimelist.net/r/100x140/images/manga/2/90699.jpgSem informaçõess=371483c6959d0fb1f1703ce4c01f8cd5
376,Imadoki no Wakai Mon wa,Manga,Sem informações,Apr 2018 -,https://myanimelist.net/manga/116196/Imadoki_no_Wakai_Mon_wa,https://cdn.myanimelist.net/r/100x140/images/manga/1/221013.jpgSem informaçõess=266ae5fe2e44fe7dbf92581493521faf
377,Attacker You!,Manga,3,Apr 1984 - Jun 1985,https://myanimelist.net/manga/1651/Attacker_You,https://cdn.myanimelist.net/r/100x140/images/manga/2/1724.jpgSem informaçõess=35ff1c4966fc9fbc523d36346eea3634
378,Senryuu Shoujo,Manga,13,Oct 2016 - Apr 2020,https://myanimelist.net/manga/105430/Senryuu_Shoujo,https://cdn.myanimelist.net/r/100x140/images/manga/3/194981.jpgSem informaçõess=6db2b84ac06fd6e5f501aea838c9c736
379,Star Wars: Arata naru Kibou,Manga,4,Jul 1998 - 2000,https://myanimelist.net/manga/4814/Star_Wars__Arata_naru_Kibou,https://cdn.myanimelist.net/r/100x140/images/manga/1/179217.jpgSem informaçõess=19b263058642247c5052372d4caed8ec
380,Kondo wa Zettai ni Jama Shimasen!,Manga,Sem informações,Oct 2018 -,https://myanimelist.net/manga/116720/Kondo_wa_Zettai_ni_Jama_Shimasen,https://cdn.myanimelist.net/r/100x140/images/manga/3/219176.jpgSem informaçõess=981272c4017ba9ae6c34ab49790164b7
381,Kodoku Experiment,Manga,3,Jul 1999 - Oct 2001,https://myanimelist.net/manga/13603/Kodoku_Experiment,https://cdn.myanimelist.net/r/100x140/images/manga/1/118097.jpgSem informaçõess=27e4148cee9f352ad703a0cbf33028c1
382,"Mannen D-Rank no Chuunen Boukensha, Yotta Ikioi de Densetsu no Ken wo Hikkonuku",Manga,Sem informações,Sep 2018 -,https://myanimelist.net/manga/120120/Mannen_D-Rank_no_Chuunen_Boukensha_Yotta_Ikioi_de_Densetsu_no_Ken_wo_Hikkonuku,https://cdn.myanimelist.net/r/100x140/images/manga/1/270094.jpgSem informaçõess=cee21da8a8dfa19b2148e99677e03196
383,Yowamushi Montblanc,One-shot,Sem informações,Nov 2013 - Nov 2013,https://myanimelist.net/manga/71521/Yowamushi_Montblanc,https://cdn.myanimelist.net/r/100x140/images/manga/1/123209.jpgSem informaçõess=780e42b84cd3c882a3139278548c8e17
384,Mahoujin Guruguru,Manga,16,Jul 1992 - Aug 2003,https://myanimelist.net/manga/4080/Mahoujin_Guruguru,https://cdn.myanimelist.net/r/100x140/images/manga/2/198207.jpgSem informaçõess=c0dd57046f984671a1e343bbad522daf
385,Tokyo Yamimushi,Manga,7,Aug 2010 - Jan 2013,https://myanimelist.net/manga/59613/Tokyo_Yamimushi,https://cdn.myanimelist.net/r/100x140/images/manga/1/145987.jpgSem informaçõess=dc0b8e2eb44cdb3e6f1ba503104b0f0a
386,The Villainess's Maker,Manhwa,Sem informações,Jan 2021 - Mar 2022,https://myanimelist.net/manga/147767/The_Villainesss_Maker,https://cdn.myanimelist.net/r/100x140/images/manga/2/262207.jpgSem informaçõess=c51b3815491ff98ad3bc50ac96f7a902
387,Isekai Cheat Magician,Light-Novel,Sem informações,Jun 2013 -,https://myanimelist.net/manga/57821/Isekai_Cheat_Magician,https://cdn.myanimelist.net/r/100x140/images/manga/3/217547.jpgSem informaçõess=2ade8e81cdb7f2536d1cf4c2cb6db098
388,Shoujo no Melancholy,Manga,1,Apr 2005 - Nov 2005,https://myanimelist.net/manga/9220/Shoujo_no_Melancholy,https://cdn.myanimelist.net/r/100x140/images/manga/2/171797.jpgSem informaçõess=2d700e51dc8c0a15440661782e6f7986
389,Ani to Imouto no Shitai Shitai Shitai Koto,Manga,Sem informações,Dec 2021 -,https://myanimelist.net/manga/142683/Ani_to_Imouto_no_Shitai_Shitai_Shitai_Koto,https://cdn.myanimelist.net/r/100x140/images/manga/3/267766.jpgSem informaçõess=7c1a98c952beabeba6f1baee7ccd432a
390,Colorful Line,Manga,1,May 2013 - Dec 2013,https://myanimelist.net/manga/78073/Colorful_Line,https://cdn.myanimelist.net/r/100x140/images/manga/1/135227.jpgSem informaçõess=f9466fafe91ff7c5a10c8494683a018a
391,Paripi Koumei,Manga,Sem informações,Dec 2019 -,https://myanimelist.net/manga/137109/Paripi_Koumei,https://cdn.myanimelist.net/r/100x140/images/manga/1/245507.jpgSem informaçõess=90de95bb7b199a0526b4ff0f937233f0
392,.hack//Tasogare no Hibun,Light-Novel,2,Apr 2008 - Sep 2008,https://myanimelist.net/manga/17635/hack__Tasogare_no_Hibun,https://cdn.myanimelist.net/r/100x140/images/manga/1/26763.jpgSem informaçõess=ca169ceb975fabf16ab3fbbba4bb09a7
393,Neko no Otera no Chion-san,Manga,9,May 2016 - Oct 2018,https://myanimelist.net/manga/102458/Neko_no_Otera_no_Chion-san,https://cdn.myanimelist.net/r/100x140/images/manga/2/187071.jpgSem informaçõess=4f870d86c3a88daa63c0a5eb75a9b410
394,Kono Sekai wa Tsuiteiru,Manga,3,Dec 2017 - Jul 2019,https://myanimelist.net/manga/111764/Kono_Sekai_wa_Tsuiteiru,https://cdn.myanimelist.net/r/100x140/images/manga/3/210478.jpgSem informaçõess=893415d4b30a8d13fedec5707ec3ba6e
395,Leviathan,Manhwa,Sem informações,Mar 2018 - Apr 2022,https://myanimelist.net/manga/148137/Leviathan,https://cdn.myanimelist.net/r/100x140/images/manga/3/265669.jpgSem informaçõess=93fb6b7f4193057f6ce36d74a7e3139e
396,Inviting Darkness,Manga,1,1993 - 1993,https://myanimelist.net/manga/4003/Inviting_Darkness,https://cdn.myanimelist.net/r/100x140/images/manga/1/24823.jpgSem informaçõess=a2742e2213d810d1a657c983358bb41b
397,Soukyuu no Shihaisha: Konoyo no Hanbun wo Shihai suru! Hazure Cheat de Isekai wo Sukue!!,Manga,3,May 2020 - Mar 2022,https://myanimelist.net/manga/138727/Soukyuu_no_Shihaisha__Konoyo_no_Hanbun_wo_Shihai_suru_Hazure_Cheat_de_Isekai_wo_Sukue,https://cdn.myanimelist.net/r/100x140/images/manga/1/248145.jpgSem informaçõess=867f52226fa85b9b7f712232889a4ca0
398,Nobara no Mori no Otome-tachi,Manga,2,Jun 2010 - Dec 2010,https://myanimelist.net/manga/21502/Nobara_no_Mori_no_Otome-tachi,https://cdn.myanimelist.net/r/100x140/images/manga/2/148177.jpgSem informaçõess=9b5353d7fa90cce51c728871bb42b281
399,Semantic Error,Manhwa,Sem informações,Jul 2020 -,https://myanimelist.net/manga/146798/Semantic_Error,https://cdn.myanimelist.net/r/100x140/images/manga/1/259484.jpgSem informaçõess=474482b240eda48dcc4f17c5940aaff6
400,Poyopoyo Kansatsu Nikki,Manga,15,Dec 2003 - Feb 2016,https://myanimelist.net/manga/36015/Poyopoyo_Kansatsu_Nikki,https://cdn.myanimelist.net/r/100x140/images/manga/3/173316.jpgSem informaçõess=33407adb446dd72b4e85adc93801493f
401,Douyara Watashi no Karada wa Kanzen Muteki no you desu ne,Manga,Sem informações,Feb 2018 -,https://myanimelist.net/manga/114923/Douyara_Watashi_no_Karada_wa_Kanzen_Muteki_no_you_desu_ne,https://cdn.myanimelist.net/r/100x140/images/manga/3/226843.jpgSem informaçõess=fab67d271bea08170bc76c48ead7aff7
402,Kanojo ni Naritai Kimi to Boku,Manga,Sem informações,Jul 2018 - Aug 2020,https://myanimelist.net/manga/118862/Kanojo_ni_Naritai_Kimi_to_Boku,https://cdn.myanimelist.net/r/100x140/images/manga/1/217782.jpgSem informaçõess=0e43785793a297b358ae631ecde4f216
403,Umwelt,Manga,1,Aug 2004 - Aug 2014,https://myanimelist.net/manga/73363/Umwelt,https://cdn.myanimelist.net/r/100x140/images/manga/3/193609.jpgSem informaçõess=498a68072478244e70cad8dc0f048939
404,Katakoi Lamp,Manga,1,Jan 2018 - Jan 2019,https://myanimelist.net/manga/133996/Katakoi_Lamp,https://cdn.myanimelist.net/r/100x140/images/manga/1/245532.jpgSem informaçõess=1c5794e12473d456c4cb3dd741dbb359
405,Futari wa Daitai Konna Kanji,Manga,4,Jan 2020 - Feb 2022,https://myanimelist.net/manga/126932/Futari_wa_Daitai_Konna_Kanji,https://cdn.myanimelist.net/r/100x140/images/manga/1/236200.jpgSem informaçõess=1c7d33668551b853c043cf2bba8d5af8
406,Zoku Sensei no Okiniiri!,Manga,1,-,https://myanimelist.net/manga/10666/Zoku_Sensei_no_Okiniiri,https://cdn.myanimelist.net/r/100x140/images/manga/1/14338.jpgSem informaçõess=ba92a8e953c63b8682a91c61008c139e
407,"Yuki-chan no Baka, Daisuki.",One-shot,Sem informações,Oct 2013 - Oct 2013,https://myanimelist.net/manga/83775/Yuki-chan_no_Baka_Daisuki,https://cdn.myanimelist.net/r/100x140/images/manga/3/145295.jpgSem informaçõess=6cf29e3fcaee9c03afe95404832e9f40
408,Love Blog,Manga,3,2005 - 2008,https://myanimelist.net/manga/11460/Love_Blog,https://cdn.myanimelist.net/r/100x140/images/manga/2/15501.jpgSem informaçõess=bd208d42b9de603bb606e68e8e11d2d0
409,Hissatsu! Madonna Densetsu,Manga,1,1997 - 1997,https://myanimelist.net/manga/4356/Hissatsu_Madonna_Densetsu,https://cdn.myanimelist.net/r/100x140/images/manga/3/6665.jpgSem informaçõess=a0d4d03e6b8be6a508fee8994e7f2d80
410,Q.E.D. iff: Shoumei Shuuryou,Manga,Sem informações,Apr 2015 -,https://myanimelist.net/manga/89264/QED_iff__Shoumei_Shuuryou,https://cdn.myanimelist.net/r/100x140/images/manga/3/160095.jpgSem informaçõess=307d266de97e996d3e6f230bc567596d
411,Yari no Yuusha no Yarinaoshi,Light-Novel,Sem informações,Sep 2017 -,https://myanimelist.net/manga/108167/Yari_no_Yuusha_no_Yarinaoshi,https://cdn.myanimelist.net/r/100x140/images/manga/1/200835.jpgSem informaçõess=349e69e065d0636f82e53c757eed293e
412,Mistaken Lover,Manhwa,Sem informações,Oct 2018 - May 2019,https://myanimelist.net/manga/140426/Mistaken_Lover,https://cdn.myanimelist.net/r/100x140/images/manga/3/260677.jpgSem informaçõess=1ac21663f7dd33f5f0211b6d54cf50a6
413,Ousama to Fushigi no Shiro,Manga,1,Oct 2011 - Dec 2011,https://myanimelist.net/manga/33463/Ousama_to_Fushigi_no_Shiro,https://cdn.myanimelist.net/r/100x140/images/manga/3/171550.jpgSem informaçõess=4b74f4f1a811907acac9a7b84aa79678
414,Natsuyasumi,Manga,1,Nov 1999 - Nov 1999,https://myanimelist.net/manga/2737/Natsuyasumi,https://cdn.myanimelist.net/r/100x140/images/manga/3/186152.jpgSem informaçõess=bd1356b96a4bc30dcd26f1415b464483
415,Detective Conan,Manga,Sem informações,Jan 1994 -,https://myanimelist.net/manga/1061/Detective_Conan,https://cdn.myanimelist.net/r/100x140/images/manga/1/97267.jpgSem informaçõess=b3a4c9d13794b98099b4603e5eaecd7f
416,The Princess's Spaceship,Manhwa,Sem informações,Dec 2019 - May 2021,https://myanimelist.net/manga/148213/The_Princesss_Spaceship,https://cdn.myanimelist.net/r/100x140/images/manga/1/263018.jpgSem informaçõess=4b97e05c49ddbcb79ee06f3312fe83e3
417,Zippy Ziggy,Manhwa,11,Apr 2005 -,https://myanimelist.net/manga/3368/Zippy_Ziggy,https://cdn.myanimelist.net/r/100x140/images/manga/1/11365.jpgSem informaçõess=0eaed6a2c4b5e96715765123b374e975
418,Appleseed Hypernotes,Manga,1,Apr 1992 - Dec 1992,https://myanimelist.net/manga/20839/Appleseed_Hypernotes,https://cdn.myanimelist.net/r/100x140/images/manga/2/33297.jpgSem informaçõess=a6347c14fdfb4107949bdae91dd62751
419,Incandescent Moon,Manhua,5,2005 - 2007,https://myanimelist.net/manga/4148/Incandescent_Moon,https://cdn.myanimelist.net/r/100x140/images/manga/2/15786.jpgSem informaçõess=4f026d01e7cf8ba81a21dd35530d34fb
420,Promise Cinderella,Manga,16,Jan 2018 - Aug 2022,https://myanimelist.net/manga/112950/Promise_Cinderella,https://cdn.myanimelist.net/r/100x140/images/manga/2/225490.jpgSem informaçõess=d2acf8fea1087c45ec565261fd2dd3d3
421,Inoue-kun Hajimemasen kaSem informações,Manga,1,Jun 2018 - Jun 2019,https://myanimelist.net/manga/131312/Inoue-kun_Hajimemasen_ka,https://cdn.myanimelist.net/r/100x140/images/manga/3/237737.jpgSem informaçõess=b7bc4c2d2d1e50e7ac8a3ec0b3525e21
422,Unbalance School Life,Manga,2,Dec 2015 - Aug 2016,https://myanimelist.net/manga/97051/Unbalance_School_Life,https://cdn.myanimelist.net/r/100x140/images/manga/2/185833.jpgSem informaçõess=9233fa919eb10284d36045653a52c8af
423,Kyoushoku Soukou Guyver,Manga,32,Jan 1985 - Apr 2016,https://myanimelist.net/manga/1608/Kyoushoku_Soukou_Guyver,https://cdn.myanimelist.net/r/100x140/images/manga/2/196745.jpgSem informaçõess=2dbe5cc3005610e41a28421205de4e9e
424,Prison School,Manga,28,Feb 2011 - Dec 2017,https://myanimelist.net/manga/25297/Prison_School,https://cdn.myanimelist.net/r/100x140/images/manga/1/270150.jpgSem informaçõess=7f58ce8ce07e52fe788d576390cd41ad
425,Patalliro!,Manga,Sem informações,Nov 1979 -,https://myanimelist.net/manga/6045/Patalliro,https://cdn.myanimelist.net/r/100x140/images/manga/3/11481.jpgSem informaçõess=5d972e9f8d8e17aec500aef26dce5f66
